year,numCandidates,africanAmerican,female,hs_pct,incomeQuartile,poverty,unemp,voter_turnout
1993,2,0,1,0.349999994,fourth,0.180000007,0.109999999,70.52635718
1994,2,0,0,0.277440459,third,0.200000003,0.079999998,62.11954253
2002,3,0,0,0.277440459,third,0.200000003,0.079999998,46.61864119
2006,2,0,0,0.277440459,third,0.200000003,0.079999998,46.16969058
2010,2,1,0,0.277440459,third,0.200000003,0.079999998,43.68514958
1990,3,0,0,0.360153258,fourth,0.180000007,0.07,77.81087117
1994,2,0,0,0.360153258,fourth,0.180000007,0.07,66.39375579
1998,3,0,0,0.360153258,fourth,0.180000007,0.07,35.94159046
2002,2,0,0,0.360153258,fourth,0.180000007,0.07,43.84119671
2006,2,0,0,0.360153258,fourth,0.180000007,0.07,51.40956092
2010,2,0,0,0.360153258,fourth,0.180000007,0.07,45.73727687
2002,2,0,0,0.351528376,fourth,0.159999996,0.090000004,35.66571827
2006,2,0,0,0.351528376,fourth,0.159999996,0.090000004,40.66079508
1998,2,0,0,0.312807202,fourth,0.119999997,0.07,37.40995147
2002,7,0,1,0.312807202,fourth,0.119999997,0.07,39.18858774
2006,2,0,0,0.312807202,fourth,0.119999997,0.07,26.62655096
2010,2,0,0,0.312807202,fourth,0.119999997,0.07,29.57127488
1995,2,0,0,0.310679615,first,0.25,0.189999998,56.93001788
2003,2,0,1,0.310679615,first,0.25,0.189999998,51.7456676
2011,2,0,0,0.310679615,first,0.25,0.189999998,41.73760063
1994,2,0,0,0.267265201,first,0.460000008,0.150000006,75.59587051
1998,2,1,0,0.267265201,first,0.460000008,0.150000006,67.42158368
2002,1,0,0,0.267265201,first,0.460000008,0.150000006,60.42633889
2006,2,0,0,0.267265201,first,0.460000008,0.150000006,58.00341031
2010,2,0,1,0.267265201,first,0.460000008,0.150000006,45.29132199
1994,2,1,0,0.233667403,first,0.519999981,0.200000003,52.39216512
1998,2,1,0,0.233667403,first,0.519999981,0.200000003,38.81943797
2002,3,1,0,0.233667403,first,0.519999981,0.200000003,46.04400585
2006,6,1,0,0.233667403,first,0.519999981,0.200000003,44.53654724
2010,5,1,0,0.233667403,first,0.519999981,0.200000003,55.86653125
1988,2,1,1,0.257217854,first,0.579999983,0.189999998,61.62146511
2000,2,1,0,0.257217854,first,0.579999983,0.189999998,60.34900039
2004,2,1,0,0.257217854,first,0.579999983,0.189999998,51.90444708
2008,3,1,1,0.257217854,first,0.579999983,0.189999998,54.39113941
1990,4,1,1,0.189841881,third,0.340000004,0.090000004,76.83326424
1994,5,1,1,0.189841881,third,0.340000004,0.090000004,63.76743776
1998,5,1,0,0.189841881,third,0.340000004,0.090000004,55.33050483
2002,5,0,0,0.189841881,third,0.340000004,0.090000004,57.65754396
2006,2,1,1,0.189841881,third,0.340000004,0.090000004,42.45495167
2010,2,0,0,0.189841881,third,0.340000004,0.090000004,48.26729599
1990,2,0,0,0.314207643,third,0.280000001,0.119999997,66.72997586
1994,2,0,0,0.314207643,third,0.280000001,0.119999997,77.5876399
1998,3,0,0,0.314207643,third,0.280000001,0.119999997,60.41923907
2002,2,0,1,0.314207643,third,0.280000001,0.119999997,51.96382633
2006,2,0,0,0.314207643,third,0.280000001,0.119999997,50.71428494
1998,2,0,0,0.406557381,third,0.150000006,0.100000001,59.17643226
2006,2,0,0,0.406557381,third,0.150000006,0.100000001,42.54915473
2010,2,0,0,0.406557381,third,0.150000006,0.100000001,19.59562067
1990,2,0,0,0.28773585,third,0.230000004,0.050000001,77.4793396
1994,2,0,0,0.28773585,third,0.230000004,0.050000001,72.80334473
2010,2,0,1,0.28773585,third,0.230000004,0.050000001,58.58895874
1994,2,0,1,0.302325577,third,0.209999993,0.090000004,67.12062073
1998,2,0,1,0.302325577,third,0.209999993,0.090000004,61.63021851
1988,2,0,0,0.375661373,third,0.209999993,0.01,29.58034706
1992,2,0,1,0.375661373,third,0.209999993,0.01,82.64839935
2000,2,0,1,0.375661373,third,0.209999993,0.01,57.61317062
1992,2,0,0,0.292806774,fourth,0.129999995,0.109999999,66.20809925
1993,2,1,0,0.187372714,first,0.479999989,0.189999998,61.91571912
1994,2,1,0,0.187372714,first,0.479999989,0.189999998,71.64259898
1998,3,1,1,0.187372714,first,0.479999989,0.189999998,63.01812148
2002,2,0,0,0.187372714,first,0.479999989,0.189999998,56.58627316
2006,4,1,0,0.187372714,first,0.479999989,0.189999998,42.47578958
2010,3,1,1,0.187372714,first,0.479999989,0.189999998,45.45055766
1993,2,0,0,0.346901864,fourth,0.239999995,0.079999998,73.45545563
1997,2,0,0,0.346901864,fourth,0.239999995,0.079999998,63.46456973
2001,2,1,0,0.346901864,fourth,0.239999995,0.079999998,43.67438391
2005,3,1,1,0.346901864,fourth,0.239999995,0.079999998,53.63748146
2007,2,0,0,0.346901864,fourth,0.239999995,0.079999998,31.64390104
1990,2,1,0,0.303259015,second,0.330000013,0.090000004,68.72503731
1997,5,0,1,0.303259015,second,0.330000013,0.090000004,27.53823934
1998,4,0,1,0.303259015,second,0.330000013,0.090000004,52.22872487
2002,3,0,1,0.303259015,second,0.330000013,0.090000004,46.34649638
2003,4,0,1,0.303259015,second,0.330000013,0.090000004,51.95197133
2006,2,0,1,0.303259015,second,0.330000013,0.090000004,35.74846745
2010,2,0,0,0.303259015,second,0.330000013,0.090000004,37.62914578
2004,3,0,0,0.331747919,fourth,0.189999998,0.07,41.90575961
1990,1,0,0,0.277262181,first,0.49000001,0.209999993,86.38547442
1994,3,0,0,0.277262181,first,0.49000001,0.209999993,83.64147559
1998,3,1,0,0.277262181,first,0.49000001,0.209999993,67.50188881
2002,4,1,0,0.277262181,first,0.49000001,0.209999993,69.291482
2006,3,1,0,0.277262181,first,0.49000001,0.209999993,65.49532015
1994,2,1,1,0.238950282,first,0.639999986,0.209999993,70.38147358
1998,4,1,1,0.238950282,first,0.639999986,0.209999993,53.31068271
2006,3,1,1,0.238950282,first,0.639999986,0.209999993,52.1541647
2010,3,1,0,0.238950282,first,0.639999986,0.209999993,24.76086668
1988,3,1,0,0.302625716,third,0.239999995,0.150000006,61.20485915
1992,3,0,0,0.302625716,third,0.239999995,0.150000006,67.59473425
1996,2,0,1,0.302625716,third,0.239999995,0.150000006,63.46676573
2000,2,0,1,0.302625716,third,0.239999995,0.150000006,54.31077276
2004,4,0,1,0.302625716,third,0.239999995,0.150000006,56.09246868
1990,2,0,0,0.367364734,fourth,0.189999998,0.079999998,69.27227357
1998,2,0,0,0.367364734,fourth,0.189999998,0.079999998,48.32860733
2006,2,1,1,0.367364734,fourth,0.189999998,0.079999998,25.93769517
2010,3,0,1,0.367364734,fourth,0.189999998,0.079999998,34.70433724
1993,2,0,0,0.306717992,third,0.239999995,0.079999998,59.30221959
1997,3,0,0,0.306717992,third,0.239999995,0.079999998,58.5767984
2008,7,1,1,0.306717992,third,0.239999995,0.079999998,46.46192271
2009,3,0,1,0.306717992,third,0.239999995,0.079999998,45.73379225
1990,2,1,0,0.300420165,second,0.419999987,0.159999996,85.57300642
1994,3,1,0,0.300420165,second,0.419999987,0.159999996,69.70484956
1994,2,1,0,0.300420165,second,0.419999987,0.159999996,79.88008937
1998,3,1,0,0.300420165,second,0.419999987,0.159999996,63.33120847
2006,3,1,1,0.300420165,second,0.419999987,0.159999996,66.21565878
2010,3,1,0,0.300420165,second,0.419999987,0.159999996,73.80037411
1993,2,1,0,0.340000004,third,0.379999995,0.129999995,60.52318782
2001,2,1,0,0.340000004,third,0.379999995,0.129999995,53.48114082
2005,3,1,0,0.340000004,third,0.379999995,0.129999995,55.8413571
2009,3,1,0,0.340000004,third,0.379999995,0.129999995,55.73343845
2010,4,1,1,0.340000004,third,0.379999995,0.129999995,55.66615325
1994,3,0,1,0.282733321,second,0.370000005,0.129999995,65.60135838
2002,1,1,0,0.282733321,second,0.370000005,0.129999995,51.36986512
2006,2,1,0,0.282733321,second,0.370000005,0.129999995,57.27509953
2010,8,1,0,0.282733321,second,0.370000005,0.129999995,49.78678182
1994,2,0,0,0.226337448,second,0.430000007,0.119999997,57.57286914
1998,2,0,0,0.226337448,second,0.430000007,0.119999997,48.37522618
2002,2,1,0,0.226337448,second,0.430000007,0.119999997,48.5208775
2006,1,0,0,0.226337448,second,0.430000007,0.119999997,39.77174713
2010,4,1,0,0.226337448,second,0.430000007,0.119999997,39.08539013
1990,1,0,0,0.22626026,second,0.409999996,0.109999999,69.61053431
1994,3,0,0,0.22626026,second,0.409999996,0.109999999,62.10290737
1998,2,0,0,0.22626026,second,0.409999996,0.109999999,51.94417735
2002,2,0,1,0.22626026,second,0.409999996,0.109999999,43.37932257
2006,2,0,0,0.22626026,second,0.409999996,0.109999999,47.3835674
1990,2,0,0,0.353166997,third,0.159999996,0.029999999,79.35490175
1994,2,0,0,0.353166997,third,0.159999996,0.029999999,73.42935974
2006,2,0,1,0.353166997,third,0.159999996,0.029999999,46.34203486
1994,2,0,0,0.285879642,third,0.270000011,0.140000001,67.11659868
2002,3,0,0,0.285879642,third,0.270000011,0.140000001,36.83539021
2010,2,0,0,0.285879642,third,0.270000011,0.140000001,29.14306274
1994,2,0,1,0.303851873,fourth,0.119999997,0.07,50.94461622
2002,3,0,1,0.303851873,fourth,0.119999997,0.07,42.0148244
2006,2,0,1,0.303851873,fourth,0.119999997,0.07,39.15472807
2010,3,0,0,0.303851873,fourth,0.119999997,0.07,36.29397014
1990,2,0,0,0.353765339,second,0.409999996,0.170000002,68.16153884
1994,3,0,0,0.353765339,second,0.409999996,0.170000002,73.67134113
1998,4,0,0,0.353765339,second,0.409999996,0.170000002,65.37217642
2006,3,1,0,0.353765339,second,0.409999996,0.170000002,58.12515782
2010,2,1,0,0.353765339,second,0.409999996,0.170000002,56.71860435
