City.Code,City,Metro,County,State,Population.Rank,January.2017
14134,Thurmont,Washington,Frederick,MD,3937,1518
36129,Miles City,,Custer,MT,3938,955
34060,South Park,Pittsburgh,Allegheny,PA,3939,1303
57024,Rogers,Minneapolis-St Paul,Hennepin,MN,3940,1769
395553,Barre,Barre,Washington,VT,3941,1431
17448,Church Point,Lafayette,Acadia,LA,3942,1118
395798,Shrewsbury Township,York,York,PA,3943,1470
399156,Warwick Township,Lancaster,Lancaster,PA,3944,1201
399004,Lehigh Township,Allentown,Northampton,PA,3945,1440
6376,Pagosa Springs,,Archuleta,CO,3946,1503
54200,Romeo,Detroit,Macomb,MI,3947,1542
12808,Monticello,Tallahassee,Jefferson,FL,3948,1112
37097,Alma,Alma,Gratiot,MI,3949,805
51492,Collinsville,Tulsa,Tulsa,OK,3950,1114
33069,New Haven,Detroit,Macomb,MI,3951,1180
16897,Barrington Hills,Chicago,Cook,IL,3952,4592
33160,North Mankato,Mankato,Nicollet,MN,3953,1282
12167,Kearney,Kansas City,Clay,MO,3954,1414
10197,Aston,Philadelphia,Delaware,PA,3955,1688
21318,Wilmer,Mobile,Mobile,AL,3956,985
30224,Anna,Dallas-Fort Worth,Collin,TX,3957,1541
39375,Laurel,Billings,Yellowstone,MT,3958,1167
10008,Bound Brook,New York,Somerset,NJ,3959,1973
32403,Lakeside,Richmond,Henrico,VA,3960,1190
14722,Woolwich Township,Philadelphia,Gloucester,NJ,3961,2387
20280,Ruther Glen,Richmond,Caroline,VA,3962,1267
51995,Farmington,Detroit,Oakland,MI,3963,1490
6839,Roslyn Heights,New York,Nassau,NY,3964,4086
398466,Milton,Burlington,Chittenden,VT,3965,1681
53836,Payson,Payson,Gila,AZ,3966,1310
46826,Norwell,Boston,Plymouth,MA,3967,2720
46671,Nanticoke,Scranton,Luzerne,PA,3968,762
38921,Haughton,Shreveport,Bossier,LA,3969,1356
23089,Lansdowne,Philadelphia,Delaware,PA,3970,1262
24462,Duvall,Seattle,King,WA,3971,2422
399201,Scituate,Providence,Providence,RI,3972,1776
33958,Shavertown,Scranton,Luzerne,PA,3973,1334
41352,Upper Providence,Philadelphia,Delaware,PA,3974,2465
11728,Greenwell Springs,Baton Rouge,East Baton Rouge,LA,3975,1400
36917,Marshall,Asheville,Madison,NC,3976,1156
20195,River Ridge,New Orleans,Jefferson,LA,3977,1567
39609,Manville,New York,Somerset,NJ,3978,1985
18411,Gulf Shores,Daphne,Baldwin,AL,3979,1393
25174,Hondo,San Antonio,Medina,TX,3980,1233
7291,Struthers,Youngstown,Mahoning,OH,3981,700
10036,Acushnet,Providence,Bristol,MA,3982,1471
44488,Catlettsburg,Huntington,Boyd,KY,3983,954
52096,Fowlerville,Detroit,Livingston,MI,3984,1416
26201,North Versailles,Pittsburgh,Allegheny,PA,3985,853
26971,Saraland,Mobile,Mobile,AL,3986,945
17735,Deer Park,Spokane,Spokane,WA,3987,1302
48984,Havre,,Hill,MT,3988,1049
31556,Finneytown,Cincinnati,Hamilton,OH,3989,1125
48593,Wytheville,,Wythe,VA,3990,1049
252301,West Lake Stevens,Seattle,Snohomish,WA,3991,1844
5654,Little Falls,,Morrison,MN,3992,1157
239401,Canyon Rim,Salt Lake City,Salt Lake,UT,3993,1625
44661,Coarsegold,Madera,Madera,CA,3994,1315
43226,Trenton,Gainesville,Gilchrist,FL,3995,1148
21337,Windsor,Greeley,Weld,CO,3996,1905
34655,Warr Acres,Oklahoma City,Oklahoma,OK,3997,946
36493,Russellville,,Logan,KY,3998,866
7032,Sharpsburg,Atlanta,Coweta,GA,3999,1513
32248,Jordan,Minneapolis-St Paul,Scott,MN,4000,1672
3649,Berwick,Bloomsburg,Columbia,PA,4001,1031
48349,Waterford,New London,New London,CT,4002,1547
28840,Fountain Inn,Greenville,Greenville,SC,4003,1192
45670,Harrison Township,Pittsburgh,Allegheny,PA,4004,949
26771,Rising Sun,Philadelphia,Cecil,MD,4005,1467
5745,Macclenny,Jacksonville,Baker,FL,4006,1210
51911,Englewood,Dayton,Montgomery,OH,4007,1079
397099,Center Township,Pittsburgh,Beaver,PA,4008,1098
37766,Carriere,Picayune,Pearl River,MS,4009,1166
38623,Fruitland Park,Orlando,Lake,FL,4010,1199
37867,China Grove,Charlotte,Rowan,NC,4011,954
12777,Moberly,Moberly,Randolph,MO,4012,797
20139,Reidsville,,Rockingham,NC,4013,791
10951,Corning,Red Bluff,Tehama,CA,4014,1037
27939,Whitmore Lake,Ann Arbor,Washtenaw,MI,4015,1557
40875,Shepherd,,San Jacinto,TX,4016,1181
55623,Columbia,Lancaster,Lancaster,PA,4017,945
45730,Hertford,Elizabeth City,Perquimans,NC,4018,1077
3493,Avenal,Hanford,Kings,CA,4019,1022
397292,Town of Sandwich,Cape Cod,Barnstable,MA,4020,1939
34646,Walton,Cincinnati,Boone,KY,4021,1361
47137,Pittsboro,Durham,Chatham,NC,4022,1706
398245,Somers,Hartford,Tolland,CT,4023,1811
36634,Hull,Boston,Plymouth,MA,4024,2206
397651,Town of Red Hook,New York,Dutchess,NY,4025,1965
27103,Signal Hill,Los Angeles,Los Angeles,CA,4026,2295
35127,Atoka,Memphis,Tipton,TN,4027,1345
27797,Watervliet,Albany,Albany,NY,4028,1121
398807,North East Township,Erie,Erie,PA,4029,1121
36979,Waynesboro,Chambersburg,Franklin,PA,4030,1003
33206,Oakdale,,Allen,LA,4031,949
28883,Morgan,Ogden,Morgan,UT,4032,1962
9987,Weston,Stamford,Fairfield,CT,4033,4278
36521,Tyngsboro,Boston,Middlesex,MA,4034,2330
6643,Purcellville,Washington,Loudoun,VA,4035,2324
55165,Wheelersburg,Portsmouth,Scioto,OH,4036,1027
36110,Linthicum Heights,Baltimore,Anne Arundel,MD,4037,1872
14169,Town and Country,St. Louis,Saint Louis,MO,4038,4121
23750,Bluefield,Bluefield,Mercer,WV,4039,763
397560,Town of Cottage Grove,Madison,Dane,WI,4040,1583
54644,Sweetwater,,Monroe,TN,4041,1004
44701,Colts Neck,New York,Monmouth,NJ,4042,3521
46363,Madison,Atlanta,Morgan,GA,4043,1276
35607,Falmouth,Portland,Cumberland,ME,4044,2424
5169,Hillsdale,New York,Bergen,NJ,4045,2792
26832,Roosevelt,New York,Nassau,NY,4046,2699
52833,Lacombe,New Orleans,Saint Tammany,LA,4047,1305
31272,Dudley,Worcester,Worcester,MA,4048,1573
10318,Beech Grove,Indianapolis,Marion,IN,4049,959
47631,Seminole,,Seminole,OK,4050,756
399195,Cooper Township,Kalamazoo,Kalamazoo,MI,4051,1260
194632,Fairmount,Syracuse,Onondaga,NY,4052,1358
52570,Hopatcong,New York,Sussex,NJ,4053,1718
11018,Cushing,Stillwater,Payne,OK,4054,1022
56090,Ontario,Rochester,Wayne,NY,4055,1595
21851,Kinnelon,New York,Morris,NJ,4056,2746
24221,Cornelia,Cornelia,Habersham,GA,4057,1051
237743,Sienna Plantation,Houston,Fort Bend,TX,4058,2416
53104,Madison,,Madison,FL,4059,955
21366,Woodbury,Philadelphia,Gloucester,NJ,4060,1429
9753,South Middleton,Harrisburg,Cumberland,PA,4061,1328
15644,Marion,Carbondale,Williamson,IL,4062,829
395524,North Smithfield,Providence,Providence,RI,4063,1679
6597,Powell,,Park,WY,4064,1132
12311,Lantana,Miami-Fort Lauderdale,Palm Beach,FL,4065,1554
22301,Parker,,La Paz,AZ,4066,1193
12711,Middletown,Washington,Frederick,MD,4067,1826
397604,Rostraver Township,Pittsburgh,Westmoreland,PA,4068,983
7345,Sweetwater,Miami-Fort Lauderdale,Miami-Dade,FL,4069,1838
22193,Lugoff,Columbia,Kershaw,SC,4070,1057
5625,Liberty,Greenville,Pickens,SC,4071,995
398421,Town of Norwich,,Chenango,NY,4072,1169
12166,Keansburg,New York,Monmouth,NJ,4073,1781
40782,Schiller Park,Chicago,Cook,IL,4074,1554
5833,Marysville,Detroit,Saint Clair,MI,4075,1126
17624,Crestwood,Chicago,Cook,IL,4076,1389
7532,Uniontown,Pittsburgh,Fayette,PA,4077,850
40360,Plains,Scranton,Luzerne,PA,4078,892
398509,North Codorus Township,York,York,PA,4079,1298
26440,Pearsall,,Frio,TX,4080,1134
29651,Goldenrod,Orlando,Seminole,FL,4081,1406
44464,Carthage,Joplin,Jasper,MO,4082,656
40056,North Lebanon,Lebanon,Lebanon,PA,4083,1077
166526,Beecher,Flint,Genesee,MI,4084,518
398032,Clinton,Hartford,Middlesex,CT,4085,1550
21240,West Richland,Kennewick,Benton,WA,4086,1602
47885,Succasunna,New York,Morris,NJ,4087,2405
52003,Federal Heights,Denver,Adams,CO,4088,1747
25911,Mims,Melbourne,Brevard,FL,4089,1284
162295,Rossville,Baltimore,Baltimore,MD,4090,1602
36903,Farmington,Rochester,Ontario,NY,4091,1592
25498,Lander,Riverton,Fremont,WY,4092,1140
23540,Attalla,Gadsden,Etowah,AL,4093,788
35215,Cuero,,De Witt,TX,4094,1225
49936,Worcester,Philadelphia,Montgomery,PA,4095,2450
56647,Worth,Chicago,Cook,IL,4096,1477
30160,Alexandria,Indianapolis,Madison,IN,4097,738
8631,Laurel,Salisbury,Sussex,DE,4098,1127
42340,Lagrange,,Lagrange,IN,4099,1009
45241,Farmington,Ogden,Davis,UT,4100,1647
397471,Hastings Township,Grand Rapids,Barry,MI,4101,1006
51431,Clarksburg,Washington,Montgomery,MD,4102,2194
20177,Rifle,Glenwood Springs,Garfield,CO,4103,1344
49606,Rockwood,Knoxville,Roane,TN,4104,857
11448,Flat Rock,Detroit,Wayne,MI,4105,1098
32730,Mashpee,Cape Cod,Barnstable,MA,4106,1867
398635,Connellsville Township,Pittsburgh,Fayette,PA,4107,864
395571,Town of East Hampton,Hartford,Middlesex,CT,4108,1616
238329,Timberwood Park,San Antonio,Bexar,TX,4109,2116
43491,Little Falls,New York,Passaic,NJ,4110,2059
116032,La Riviera,Sacramento,Sacramento,CA,4111,1508
398829,Shippensburg Township,Harrisburg,Cumberland,PA,4112,1042
23220,Ellenton,Sarasota,Manatee,FL,4113,1636
12950,New Market,Washington,Frederick,MD,4114,1951
38414,Erie,Greeley,Weld,CO,4115,2289
41780,Woodbury,Torrington,Litchfield,CT,4116,1774
399011,Town of Medfield,Boston,Norfolk,MA,4117,2946
21864,Highland Springs,Richmond,Henrico,VA,4118,993
24268,Creswell,Eugene,Lane,OR,4119,1278
397915,Town of Pewaukee,Milwaukee,Waukesha,WI,4120,1977
22474,Northampton,Allentown,Northampton,PA,4121,1253
51047,Bluffdale,Salt Lake City,Salt Lake,UT,4122,2171
52994,Little Canada,Minneapolis-St Paul,Ramsey,MN,4123,1556
47525,Saint Pete Beach,Tampa,Pinellas,FL,4124,2108
397650,Milford Township,Philadelphia,Bucks,PA,4125,1647
26331,Ortonville,Detroit,Oakland,MI,4126,1598
18233,Gallipolis,Point Pleasant,Gallia,OH,4127,974
6639,Pulaski,Blacksburg,Pulaski,VA,4128,943
398223,Hazle Township,Scranton,Luzerne,PA,4129,1054
396152,Frenchtown Township,Monroe,Monroe,MI,4130,1070
3643,Berlin,Berlin,Coos,NH,4131,1020
47753,South Boston,,Halifax,VA,4132,977
4993,Greenville,Greenville,Darke,OH,4133,861
10322,Belding,Ionia,Ionia,MI,4134,991
45754,Hillside,Chicago,Cook,IL,4135,1461
52742,Kenai,,Kenai Peninsula,AK,4136,1351
50015,Wallington,New York,Bergen,NJ,4137,2122
10847,Clay,Syracuse,Onondaga,NY,4138,1438
33167,North Salt Lake,Ogden,Davis,UT,4139,1540
38720,Glocester,Providence,Providence,RI,4140,1615
56933,Harvest,Huntsville,Madison,AL,4141,1155
44574,Chillicothe,Peoria,Peoria,IL,4142,1074
41271,Traverse City,Traverse City,Grand Traverse,MI,4143,1392
4977,Greenfield,Indianapolis,Hancock,IN,4144,1146
49746,Lock Haven,Lock Haven,Clinton,PA,4145,898
20347,Sandy Hook,Stamford,Fairfield,CT,4146,2175
397724,East Greenwich Township,Philadelphia,Gloucester,NJ,4147,2117
31697,Gardendale,Birmingham,Jefferson,AL,4148,1126
16400,Lyons,Chicago,Cook,IL,4149,1436
25726,Manhattan,Chicago,Will,IL,4150,1598
397089,Town of Burlington,Racine,Racine,WI,4151,1254
5236,Hummelstown,Harrisburg,Dauphin,PA,4152,1474
53169,Marlton,Philadelphia,Burlington,NJ,4153,1904
4946,Grain Valley,Kansas City,Jackson,MO,4154,1259
54057,Randleman,Greensboro,Randolph,NC,4155,970
19356,Middleville,Grand Rapids,Barry,MI,4156,1287
47675,Shiloh,York,York,PA,4157,1299
7666,Valley Springs,,Calaveras,CA,4158,1553
20308,Saint Louis,Alma,Gratiot,MI,4159,823
34285,Tiburon,San Francisco,Marin,CA,4160,7551
16296,Apollo Beach,Tampa,Hillsborough,FL,4161,1496
397149,Shamokin Township,Sunbury,Northumberland,PA,4162,887
30909,Clarendon Hills,Chicago,Du Page,IL,4163,2413
31529,Fallston,Baltimore,Harford,MD,4164,2054
6780,River Vale,New York,Bergen,NJ,4165,3127
51743,Downingtown,Philadelphia,Chester,PA,4166,1645
55704,Edenton,,Chowan,NC,4167,1053
48302,Waldwick,New York,Bergen,NJ,4168,2455
35932,Pawleys Island,Georgetown,Georgetown,SC,4169,1595
37928,Clinton,Weatherford,Custer,OK,4170,807
3964,Canyon Lake,San Antonio,Comal,TX,4171,1394
396619,Flat Rock,Asheville,Henderson,NC,4172,1398
22177,Moody,Birmingham,Saint Clair,AL,4173,1198
33771,Rushville,,Rush,IN,4174,885
396542,North Fair Oaks,San Francisco,San Mateo,CA,4175,3369
25408,King,Winston-Salem,Stokes,NC,4176,1049
7238,Stanley,Charlotte,Gaston,NC,4177,1203
38545,Florham Park,New York,Morris,NJ,4178,3190
5027,Hackettstown,Allentown,Warren,NJ,4179,1820
396889,Westgate-Belvedere Homes,Miami-Fort Lauderdale,Palm Beach,FL,4180,1438
12035,Imperial,El Centro,Imperial,CA,4181,1288
396870,Riverton-Boulevard Park,Seattle,King,WA,4182,1890
397913,Plymouth Township,Philadelphia,Montgomery,PA,4183,2028
41721,Williston,,Levy,FL,4184,1146
50968,Benton,,Franklin,IL,4185,956
130785,Panthersville,Atlanta,Dekalb,GA,4186,994
30621,Browns Mills,Philadelphia,Burlington,NJ,4187,1493
23696,Beverly Hills,Detroit,Oakland,MI,4188,2370
30247,Arden Hills,Minneapolis-St Paul,Ramsey,MN,4189,1823
54592,Stuart,Port St. Lucie,Martin,FL,4190,1533
24491,East Grand Rapids,Grand Rapids,Kent,MI,4191,2125
22847,Weddington,Charlotte,Union,NC,4192,2549
31894,Guyton,Savannah,Effingham,GA,4193,1236
47910,Sunbury,Sunbury,Northumberland,PA,4194,933
37371,Bemidji,Bemidji,Beltrami,MN,4195,1165
40462,Purvis,Hattiesburg,Lamar,MS,4196,1158
40184,Orting,Seattle,Pierce,WA,4197,1643
56774,Sinton,Corpus Christi,San Patricio,TX,4198,1087
26911,Saint Joseph,St. Cloud,Stearns,MN,4199,1281
202604,Northbrook,Cincinnati,Hamilton,OH,4200,870
5332,Jeannette,Pittsburgh,Westmoreland,PA,4201,750
52755,Kentwood,Hammond,Tangipahoa,LA,4202,1107
398105,Mt Holly Township,Philadelphia,Burlington,NJ,4203,1593
396115,Town of Pleasant Valley,New York,Dutchess,NY,4204,1894
40562,Richmond Heights,Cleveland,Cuyahoga,OH,4205,1283
37561,Brentwood,Pittsburgh,Allegheny,PA,4206,959
5586,Lebanon,Cincinnati,Warren,OH,4207,1554
33559,Putnam,Worcester,Windham,CT,4208,1320
46028,Keystone Heights,Jacksonville,Clay,FL,4209,1129
51467,Cocoa Beach,Melbourne,Brevard,FL,4210,1629
23379,Edgewood,Santa Fe,Santa Fe,NM,4211,1283
31908,Hailey,Hailey,Blaine,ID,4212,1330
13362,Poplar Grove,Rockford,Boone,IL,4213,1338
39043,Horizon City,El Paso,El Paso,TX,4214,1000
22486,Middlebury,Elkhart,Elkhart,IN,4215,1319
33370,Pelham,Manchester,Hillsborough,NH,4216,2187
34185,Sunset Hills,St. Louis,Saint Louis,MO,4217,2070
40999,Southwick,Springfield,Hampden,MA,4218,1636
45669,Harrison,Appleton,Calumet,WI,4219,1232
4582,Emeryville,San Francisco,Alameda,CA,4220,2657
40938,Sleepy Hollow,New York,Westchester,NY,4221,3174
398937,Penn Forest Township,Allentown,Carbon,PA,4222,1206
48474,White City,Medford,Jackson,OR,4223,1171
42113,Belpre,Marietta,Washington,OH,4224,1026
48979,Franklin,,Franklin City,VA,4225,1114
15031,Burnet,,Burnet,TX,4226,1341
42632,Rathdrum,Coeur d'Alene,Kootenai,ID,4227,1265
37869,Chippewa Falls,Eau Claire,Chippewa,WI,4228,1110
41562,Warren,Warren,Warren,PA,4229,906
3681,Bishopville,,Lee,SC,4230,912
397313,South Strabane Township,Pittsburgh,Washington,PA,4231,1503
14108,Tell City,,Perry,IN,4232,833
15232,La Grande,La Grande,Union,OR,4233,1221
20448,Sharonville,Cincinnati,Hamilton,OH,4234,1265
26465,Perry Hall,Baltimore,Baltimore,MD,4235,1822
16183,South Charleston,Charleston,Kanawha,WV,4236,907
27422,Tillamook,,Tillamook,OR,4237,1449
32905,Mogadore,Akron,Portage,OH,4238,1112
55025,Walworth,Rochester,Wayne,NY,4239,1565
7024,Shady Hills,Tampa,Pasco,FL,4240,1294
14868,Centreville,Baltimore,Queen Annes,MD,4241,1921
38813,Grosse Pointe Farms,Detroit,Wayne,MI,4242,2006
26999,Scotchtown,New York,Orange,NY,4243,1786
53601,North College Hill,Cincinnati,Hamilton,OH,4244,903
7751,Walnut Cove,Winston-Salem,Stokes,NC,4245,1011
43877,Alton,McAllen,Hidalgo,TX,4246,904
16178,Rye Brook,New York,Westchester,NY,4247,4549
43268,Sorrento,Orlando,Lake,FL,4248,1404
23737,Bloomingdale,Savannah,Chatham,GA,4249,1194
398892,Town of Sheboygan Falls,Sheboygan,Sheboygan,WI,4250,1154
397101,Town of Ipswich,Boston,Essex,MA,4251,2356
398218,Butler Township,Scranton,Luzerne,PA,4252,1286
51510,Comstock Park,Grand Rapids,Kent,MI,4253,1231
26632,Prospect,New Haven,New Haven,CT,4254,1786
51021,Blair,Omaha,Washington,NE,4255,1277
396319,Clarion Township,,Clarion,PA,4256,1032
35634,Felton,Dover,Kent,DE,4257,1257
18069,Falling Waters,Hagerstown,Berkeley,WV,4258,1248
39298,La Grange,,Fayette,TX,4259,1479
398013,Town of Springfield,Claremont,Windsor,VT,4260,1260
10216,Aurora,,Lawrence,MO,4261,708
56812,Soldotna,,Kenai Peninsula,AK,4262,1381
3801,Brewer,Bangor,Penobscot,ME,4263,1303
15089,Bellevue,Norwalk,Huron,OH,4264,954
397612,West Deer Township,Pittsburgh,Allegheny,PA,4265,1372
17327,Carver,Boston,Plymouth,MA,4266,1926
28783,Jefferson,New Orleans,Jefferson,LA,4267,1363
16008,Swanton,Toledo,Fulton,OH,4268,1191
38885,Harahan,New Orleans,Jefferson,LA,4269,1449
11234,East Rockaway,New York,Nassau,NY,4270,2833
14803,Cottonwood,Red Bluff,Tehama,CA,4271,1198
17632,Crookston,Grand Forks,Polk,MN,4272,1109
9307,Sweet Home,Albany,Linn,OR,4273,1073
398274,Moore Township,Allentown,Northampton,PA,4274,1485
23725,Bladensburg,Washington,Prince Georges,MD,4275,1728
28324,Cloverdale,Santa Rosa,Sonoma,CA,4276,2442
21801,Freetown,Providence,Bristol,MA,4277,1726
52871,Lakeport,Clearlake,Lake,CA,4278,1394
56023,Jennings,,Jefferson Davis,LA,4279,1012
398358,Wantage Township,New York,Sussex,NJ,4280,1853
50650,Adelphi,Washington,Prince Georges,MD,4281,2009
24619,Estacada,Portland,Clackamas,OR,4282,1738
397083,Honey Brook Township,Philadelphia,Chester,PA,4283,1669
36693,Kuna,Boise City,Ada,ID,4284,1193
45074,Ecorse,Detroit,Wayne,MI,4285,753
56662,Vine Grove,Elizabethtown,Hardin,KY,4286,1000
20529,Smiths Creek,Detroit,Saint Clair,MI,4287,1142
47583,Sausalito,San Francisco,Marin,CA,4288,4634
201790,Lincoln Village,Columbus,Franklin,OH,4289,950
26169,North Aurora,Chicago,Kane,IL,4290,1705
31320,East Grand Forks,Grand Forks,Polk,MN,4291,1277
5523,Lamar,,Prowers,CO,4292,995
396561,Muscoy,Riverside,San Bernardino,CA,4293,1349
36355,Woodlake,Visalia,Tulare,CA,4294,1083
398034,West Manchester Township,York,York,PA,4295,1185
23431,Aldie,Washington,Loudoun,VA,4296,2355
39934,Nappanee,Elkhart,Elkhart,IN,4297,1118
34154,Stoughton,Madison,Dane,WI,4298,1370
20143,Rensselaer,Albany,Rensselaer,NY,4299,1182
23684,Bernalillo,Albuquerque,Sandoval,NM,4300,1229
214744,Progress,Harrisburg,Dauphin,PA,4301,1144
25401,Kilgore,Longview,Gregg,TX,4302,1123
11858,Heber Springs,,Cleburne,AR,4303,1028
52991,Lititz,Lancaster,Lancaster,PA,4304,1135
50853,Barboursville,Huntington,Cabell,WV,4305,1012
49252,Devils Lake,,Ramsey,ND,4306,1033
13881,Smithville,Kansas City,Clay,MO,4307,1433
49557,Marion,Memphis,Crittenden,AR,4308,1079
27057,Shasta Lake,Redding,Shasta,CA,4309,1103
51165,Broomall,Philadelphia,Delaware,PA,4310,1995
27446,Totowa,New York,Passaic,NJ,4311,2139
25185,Hopkins,Columbia,Richland,SC,4312,1045
50052,Washington Township,New York,Bergen,NJ,4313,2730
29979,Flossmoor,Chicago,Cook,IL,4314,1783
21302,Wilkesboro,North Wilkesboro,Wilkes,NC,4315,1109
24731,Florida City,Miami-Fort Lauderdale,Miami-Dade,FL,4316,1483
26000,Mound,Minneapolis-St Paul,Hennepin,MN,4317,1555
14454,Walkersville,Washington,Frederick,MD,4318,1741
45581,Grosse Ile,Detroit,Wayne,MI,4319,1679
6278,Oakwood,Dayton,Montgomery,OH,4320,1841
47667,Shepherdsville,Louisville,Bullitt,KY,4321,974
22799,Waterloo,St. Louis,Monroe,IL,4322,1363
5427,King City,Salinas,Monterey,CA,4323,1698
10848,Clayton,San Francisco,Contra Costa,CA,4324,3250
12368,Leonia,New York,Bergen,NJ,4325,2577
27905,Westport,Providence,Bristol,MA,4326,1865
42291,Ennis,Dallas-Fort Worth,Ellis,TX,4327,1139
395499,Amity Township,Reading,Berks,PA,4328,1872
399281,Town of Macedon,Rochester,Wayne,NY,4329,1516
20417,Semmes,Mobile,Mobile,AL,4330,1095
48972,Berthoud,Fort Collins,Larimer,CO,4331,1830
49008,Hedgesville,Hagerstown,Berkeley,WV,4332,1188
51141,Bristol,Elkhart,Elkhart,IN,4333,1320
7685,Vienna,Parkersburg,Wood,WV,4334,995
124185,Doctor Phillips,Orlando,Orange,FL,4335,1803
214427,Perkiomen,Philadelphia,Montgomery,PA,4336,1895
23440,Aliquippa,Pittsburgh,Beaver,PA,4337,757
26442,Pecos,Pecos,Reeves,TX,4338,961
397017,Town of Herkimer,Utica,Herkimer,NY,4339,1169
56599,Saucier,Gulfport,Harrison,MS,4340,1140
397605,Town of Seneca Falls,Seneca Falls,Seneca,NY,4341,1296
21583,Croydon,Philadelphia,Bucks,PA,4342,1445
37559,Bremen,Plymouth,Marshall,IN,4343,1121
25522,Laurinburg,Laurinburg,Scotland,NC,4344,838
24319,Davenport,Lakeland,Polk,FL,4345,1301
24594,Endwell,Binghamton,Broome,NY,4346,1166
36819,Cottondale,Tuscaloosa,Tuscaloosa,AL,4347,1120
36051,Pickens,Greenville,Pickens,SC,4348,1017
47121,Pineville,Charlotte,Mecklenburg,NC,4349,1270
34907,Woodside,San Francisco,San Mateo,CA,4350,8751
41055,Stayton,Salem,Marion,OR,4351,1458
8885,Rawlins,,Carbon,WY,4352,987
10712,Carl Junction,Joplin,Jasper,MO,4353,861
14059,Sutton,Worcester,Worcester,MA,4354,1936
19156,Madison Heights,Lynchburg,Amherst,VA,4355,1094
7448,Torrington,,Goshen,WY,4356,925
210776,Franklin Park,Pittsburgh,Allegheny,PA,4357,2503
14969,Denton,,Caroline,MD,4358,1469
47909,Sunbury,Columbus,Delaware,OH,4359,1724
12250,Ladue,St. Louis,Saint Louis,MO,4360,4709
13114,Orange Cove,Fresno,Fresno,CA,4361,1010
7956,Wills Point,,Van Zandt,TX,4362,1204
53228,McCook,,Red Willow,NE,4363,978
20853,Troy,St. Louis,Madison,IL,4364,1326
234338,Jacinto City,Houston,Harris,TX,4365,1147
31123,Crowley,Dallas-Fort Worth,Tarrant,TX,4366,1358
56529,Whitinsville,Worcester,Worcester,MA,4367,1584
398613,Evans,Buffalo,Erie,NY,4368,1213
5936,Middleton,Boston,Essex,MA,4369,2489
12503,Madisonville,New Orleans,Saint Tammany,LA,4370,1800
32525,Litchfield Park,Phoenix,Maricopa,AZ,4371,1445
11928,Hitchcock,Houston,Galveston,TX,4372,1270
36036,Ripon,Stockton,San Joaquin,CA,4373,1897
38352,Elizabethtown,Lancaster,Lancaster,PA,4374,1086
37659,Burlington,Hartford,Hartford,CT,4375,2005
8255,Clarksville,,Johnson,AR,4376,824
47528,Saint Robert,Fort Leonard Wood,Pulaski,MO,4377,899
42304,Leeds,Birmingham,Jefferson,AL,4378,1021
12053,Inverness,Chicago,Cook,IL,4379,3182
19963,Pitman,Philadelphia,Gloucester,NJ,4380,1668
397309,Hamilton Township,East Stroudsburg,Monroe,PA,4381,1358
5692,Lonoke,Little Rock,Lonoke,AR,4382,928
48566,Woodbridge,New Haven,New Haven,CT,4383,2452
5900,Melvindale,Detroit,Wayne,MI,4384,801
26735,Reserve,New Orleans,Saint John the Baptist,LA,4385,1059
22886,West Haverstraw,New York,Rockland,NY,4386,1994
25841,Mechanicsburg,Harrisburg,Cumberland,PA,4387,1223
11808,Harleysville,Philadelphia,Montgomery,PA,4388,1827
48673,Blackstone,Worcester,Worcester,MA,4389,1578
41940,Chatham,New York,Morris,NJ,4390,3468
49651,Riverside,Chicago,Cook,IL,4391,2275
31372,Edwardsburg,South Bend,Cass,MI,4392,1034
397791,Penn Township,Lancaster,Lancaster,PA,4393,1187
30733,Canonsburg,Pittsburgh,Washington,PA,4394,1015
7994,Wood River,St. Louis,Madison,IL,4395,799
27828,Wellington,Wichita,Sumner,KS,4396,727
13396,Prince Frederick,Washington,Calvert,MD,4397,1792
21714,Cadillac,Cadillac,Wexford,MI,4398,806
3786,Brandenburg,Elizabethtown,Meade,KY,4399,981
43493,Streetsboro,Akron,Portage,OH,4400,1210
32018,Hewitt,Waco,McLennan,TX,4401,1411
45718,Henderson,Longview,Rusk,TX,4402,1189
28546,Elkin,Mount Airy,Surry,NC,4403,959
32228,Jessup,Baltimore,Howard,MD,4404,2114
21969,Goulds,Miami-Fort Lauderdale,Miami-Dade,FL,4405,1719
32805,Melbourne Beach,Melbourne,Brevard,FL,4406,2059
7257,Stevensville,Baltimore,Queen Annes,MD,4407,1844
22369,Maywood,New York,Bergen,NJ,4408,2312
25017,Hamlin,Rochester,Monroe,NY,4409,1310
396993,Springettsbury Township,York,York,PA,4410,1270
49233,Fairview,Nashville,Williamson,TN,4411,1646
396816,Town of Plattekill,Kingston,Ulster,NY,4412,1635
26894,Safety Harbor,Tampa,Pinellas,FL,4413,1674
18591,Hobe Sound,Port St. Lucie,Martin,FL,4414,1771
5132,Hermantown,Duluth,Saint Louis,MN,4415,1465
251316,Midland,Seattle,Pierce,WA,4416,1428
28072,Zionsville,Indianapolis,Boone,IN,4417,2229
396140,Town of Topsham,Portland,Sagadahoc,ME,4418,1469
38206,Dobbs Ferry,New York,Westchester,NY,4419,3728
35723,Joshua Tree,Riverside,San Bernardino,CA,4420,884
5087,Harwood Heights,Chicago,Cook,IL,4421,1765
33358,Payette,Ontario,Payette,ID,4422,905
10307,Beaufort,Morehead City,Carteret,NC,4423,1119
17524,Collingdale,Philadelphia,Delaware,PA,4424,1192
