City.Code,City,Metro,County,State,Population.Rank,January.2017
46641,Mount Penn,Reading,Berks,PA,9208,1101
47639,Shady Side,Baltimore,Anne Arundel,MD,9209,1798
48323,Walton Hills,Cleveland,Cuyahoga,OH,9210,1559
20227,Rogers,Killeen,Bell,TX,9211,1001
125527,Ocean City,Crestview,Okaloosa,FL,9212,1149
240395,Oquirrh,Salt Lake City,Salt Lake,UT,9213,1490
47661,Sheldon,Burlington,Franklin,VT,9214,1445
12578,Marmaduke,Paragould,Greene,AR,9215,790
21487,Decherd,Tullahoma,Franklin,TN,9216,969
28791,Drummonds,Memphis,Tipton,TN,9217,1053
15806,Linn,Jefferson City,Osage,MO,9218,788
44065,Bayville,New York,Nassau,NY,9219,3083
397457,Sugar Grove Township,Warren,Warren,PA,9220,1062
397956,Bristol,Madison,Dane,WI,9221,1632
15265,Lake Dallas,Dallas-Fort Worth,Denton,TX,9222,1538
36999,Wrightsville,York,York,PA,9223,1027
189331,Leisuretowne,Philadelphia,Burlington,NJ,9224,1493
11035,Dalzell,Sumter,Sumter,SC,9225,868
23804,Braham,Minneapolis-St Paul,Isanti,MN,9226,1287
397364,Town of Black Earth,Madison,Dane,WI,9227,1409
24678,Farmersville,Dayton,Montgomery,OH,9228,1240
53481,Naples,Vernal,Uintah,UT,9229,834
16955,Belews Creek,Winston-Salem,Forsyth,NC,9230,1148
16599,Rayland,Weirton,Jefferson,OH,9231,729
36776,Alvaton,Bowling Green,Warren,KY,9232,1294
43800,Elberta,Daphne,Baldwin,AL,9233,1349
43978,Attica,Detroit,Lapeer,MI,9234,1184
398168,Londonderry Township,Philadelphia,Chester,PA,9235,1752
22086,Gunter,Sherman,Grayson,TX,9236,1432
28943,Moxee,Yakima,Yakima,WA,9237,1221
39094,Ida,Monroe,Monroe,MI,9238,1142
25499,Landers,Riverside,San Bernardino,CA,9239,789
50362,Valhalla,New York,Westchester,NY,9240,3279
399239,Frelinghuysen Township,Allentown,Warren,NJ,9241,1948
54347,Scribner,Fremont,Dodge,NE,9242,977
398697,Lawrence Township,Vineland,Cumberland,NJ,9243,1244
12413,Liverpool,Syracuse,Onondaga,NY,9244,1297
49393,Fountain,Panama City,Bay,FL,9245,929
50775,Ash Grove,Springfield,Greene,MO,9246,779
398582,Union Township,Lebanon,Lebanon,PA,9247,1159
35671,Jeddo,Detroit,Saint Clair,MI,9248,1216
42252,La Joya,McAllen,Hidalgo,TX,9249,921
51803,East Missoula,Missoula,Missoula,MT,9250,1205
395602,Tyrone Township,Harrisburg,Perry,PA,9251,1134
33728,Rolling Prairie,Michigan City,La Porte,IN,9252,1206
37574,Brighton,Birmingham,Jefferson,AL,9253,703
48830,Barnesville,Atlanta,Lamar,GA,9254,845
45773,Hokendauqua,Allentown,Lehigh,PA,9255,1323
25965,Montpelier,,Blackford,IN,9256,742
53830,Pavo,Thomasville,Thomas,GA,9257,939
181452,Fairfield Harbour,New Bern,Craven,NC,9258,1180
17293,Cape Neddick,Portland,York,ME,9259,1652
46355,Mac Arthur,Beckley,Raleigh,WV,9260,792
398064,Town of Mazomanie,Madison,Dane,WI,9261,1454
23669,Belvedere,Augusta,Aiken,SC,9262,837
399057,Upper Burrell Township,Pittsburgh,Westmoreland,PA,9263,1001
17134,Bowman,Orangeburg,Orangeburg,SC,9264,899
17748,Delmont,Pittsburgh,Westmoreland,PA,9265,996
32890,Minoa,Syracuse,Onondaga,NY,9266,1425
396314,Hopewell Township,,Bedford,PA,9267,1081
396715,Level Park-Oak Park,Battle Creek,Calhoun,MI,9268,991
45454,Glen Saint Mary,Jacksonville,Baker,FL,9269,1251
5687,Long Lake,Chicago,Lake,IL,9270,1327
45440,Girard,St. Louis,Macoupin,IL,9271,1061
8354,Columbia,Dothan,Houston,AL,9272,836
30226,Anson,Abilene,Jones,TX,9273,983
397382,Hartland,Hartford,Hartford,CT,9274,1786
214086,Oakwood,New Castle,Lawrence,PA,9275,709
397801,Town of Franklin,,Delaware,NY,9276,1444
35966,Rockvale,Nashville,Rutherford,TN,9277,1384
7504,Twain Harte,Sonora,Tuolumne,CA,9278,1461
9389,Yanceyville,,Caswell,NC,9279,861
9641,Spring Valley,Dayton,Greene,OH,9280,1679
6091,Mountain View,Hickory,Catawba,NC,9281,1035
34250,Templeton,Worcester,Worcester,MA,9282,1472
28886,Morris,Torrington,Litchfield,CT,9283,1699
398603,Town of Sharon,Whitewater,Walworth,WI,9284,1215
36438,Rose,Rochester,Wayne,NY,9285,1208
24193,Conway,Roanoke Rapids,Northampton,NC,9286,807
28641,Grady,Montgomery,Montgomery,AL,9287,864
55862,La Salle,Monroe,Monroe,MI,9288,1066
48835,Brookville,Dayton,Montgomery,OH,9289,901
34708,Weimar,,Colorado,TX,9290,1412
398073,North East,New York,Dutchess,NY,9291,1853
397464,Town of East Brookfield,Worcester,Worcester,MA,9292,1536
398701,Lowhill Township,Allentown,Lehigh,PA,9293,1847
40137,Ohatchee,Anniston,Calhoun,AL,9294,810
398451,Mansfield Township,Allentown,Warren,NJ,9295,1676
397977,Menallen Township,Gettysburg,Adams,PA,9296,1222
398267,Paradise Township,York,York,PA,9297,1287
52888,Landover Hills,Washington,Prince Georges,MD,9298,1731
38685,Gibbsboro,Philadelphia,Camden,NJ,9299,1596
4063,Chattahoochee,Tallahassee,Gadsden,FL,9300,855
199455,Beechwood Trails,Columbus,Licking,OH,9301,1525
43483,Brimley,Sault Ste. Marie,Chippewa,MI,9302,902
22849,Welch,Red Wing,Goodhue,MN,9303,1638
397561,Town of Fabius,Syracuse,Onondaga,NY,9304,1437
28091,Conway Springs,Wichita,Sumner,KS,9305,836
30143,Alabama,Batavia,Genesee,NY,9306,1343
50286,Troy,Keene,Cheshire,NH,9307,1284
9939,Muscoda,Platteville,Grant,WI,9308,986
11613,Glasford,Peoria,Peoria,IL,9309,991
24202,Coopersburg,Allentown,Lehigh,PA,9310,1534
4577,Elroy,,Juneau,WI,9311,867
47828,Stanton,,Haywood,TN,9312,792
24566,Elizabethtown,,Bladen,NC,9313,779
42917,Olathe,Montrose,Montrose,CO,9314,1084
242307,Catawba,Roanoke,Roanoke,VA,9315,1108
18632,Horseshoe Bend,,Izard,AR,9316,773
25708,Madras,,Jefferson,OR,9317,1143
397472,Abington Township,Scranton,Lackawanna,PA,9318,2032
11066,Deerfield,Akron,Portage,OH,9319,1016
236482,Pecan Acres,Dallas-Fort Worth,Tarrant,TX,9320,3289
12743,Millington,,Kent,MD,9321,1429
26882,Russia,Utica,Herkimer,NY,9322,1465
398877,Spring Prairie,Whitewater,Walworth,WI,9323,1513
397704,Upper Tyrone Township,Pittsburgh,Fayette,PA,9324,945
8506,Gladstone,Charlottesville,Nelson,VA,9325,1138
46378,Malakoff,Athens,Henderson,TX,9326,1236
211317,Halfway House,Philadelphia,Montgomery,PA,9327,1601
37906,Clear Brook,Winchester,Frederick,VA,9328,1520
397780,Nicholson Township,Scranton,Wyoming,PA,9329,1200
3333,Ahwahnee,Madera,Madera,CA,9330,1364
5615,Lester,Beckley,Raleigh,WV,9331,779
43962,Astatula,Orlando,Lake,FL,9332,1316
46802,North Newton,Harrisburg,Cumberland,PA,9333,1191
48226,Venetian Village,Chicago,Lake,IL,9334,1397
44636,Cleona,Lebanon,Lebanon,PA,9335,1017
210202,Edgewood,Sunbury,Northumberland,PA,9336,875
397070,Bald Eagle Township,Lock Haven,Clinton,PA,9337,979
398208,Town of Ovid,Seneca Falls,Seneca,NY,9338,1309
24673,Fall Creek,Eau Claire,Eau Claire,WI,9339,1209
27008,Seaman,,Adams,OH,9340,901
397637,Bristol,Rochester,Ontario,NY,9341,1580
28759,Flatonia,,Fayette,TX,9342,1308
21875,Elgin,La Grande,Union,OR,9343,1180
26496,Pine Beach,New York,Ocean,NJ,9344,1798
49983,Winthrop,Minneapolis-St Paul,Sibley,MN,9345,1116
398346,Bourne,Cape Cod,Barnstable,MA,9346,1927
18840,Kinsman,Youngstown,Trumbull,OH,9347,871
399023,Greenfield Township,Altoona,Blair,PA,9348,941
260536,Colorado City,Pueblo,Pueblo,CO,9349,1182
34295,Tipton,Visalia,Tulare,CA,9350,969
36448,Six Mile,Greenville,Pickens,SC,9351,1232
43776,Wood Village,Portland,Multnomah,OR,9352,1543
26401,Parkside,Philadelphia,Delaware,PA,9353,1332
49961,Selma,Raleigh,Johnston,NC,9354,888
52606,Huntland,Tullahoma,Franklin,TN,9355,946
398370,Town of Mooers,Plattsburgh,Clinton,NY,9356,1560
16363,Shingletown,Redding,Shasta,CA,9357,1141
8328,Albany,St. Cloud,Stearns,MN,9358,1135
29121,Lewiston,Winona,Winona,MN,9359,1154
31210,Deltaville,,Middlesex,VA,9360,1478
44696,Collinsville,Sherman,Grayson,TX,9361,1127
45354,Freeport,Crestview,Walton,FL,9362,1505
20840,Trenton,New Bern,Jones,NC,9363,845
56507,Whitehouse,Toledo,Lucas,OH,9364,1698
168931,Vandercook Lake,Jackson,Jackson,MI,9365,821
8211,Chunchula,Mobile,Mobile,AL,9366,998
45333,Fox Lake,Beaver Dam,Dodge,WI,9367,1136
252625,Bohners Lake,Racine,Racine,WI,9368,1187
27450,Townsend,,Broadwater,MT,9369,1078
45663,Harriman,New York,Orange,NY,9370,1495
33551,Providence,Albany,Saratoga,NY,9371,1505
12824,Mooreland,Woodward,Woodward,OK,9372,852
25525,Lawrenceburg,Cincinnati,Dearborn,IN,9373,955
37501,Boothbay,,Lincoln,ME,9374,1511
13288,Pine,Denver,Jefferson,CO,9375,2042
50795,Attica,Tiffin,Seneca,OH,9376,922
397716,Jefferson Township,Scranton,Lackawanna,PA,9377,1142
50220,Rockingham,,Windham,VT,9378,1389
40171,Orchard Lake,Detroit,Oakland,MI,9379,3044
36918,Maxwell,Ames,Story,IA,9380,1203
397466,Huron,Rochester,Wayne,NY,9381,1602
21435,Canterbury,Concord,Merrimack,NH,9382,1609
40531,Reidland,Paducah,McCracken,KY,9383,1011
397568,Tyrone Township,Gettysburg,Adams,PA,9384,1205
3951,Campti,Natchitoches,Natchitoches,LA,9385,1123
22945,Fresno,Coshocton,Coshocton,OH,9386,1033
7013,Sellersburg,Louisville,Clark,IN,9387,1022
33596,Ravenel,Charleston,Charleston,SC,9388,1560
50108,Wenonah,Philadelphia,Gloucester,NJ,9389,2008
8491,Kulpmont,Sunbury,Northumberland,PA,9390,875
49640,Nicholson,Jefferson,Jackson,GA,9391,1085
19538,Nashport,Zanesville,Muskingum,OH,9392,1142
17292,Canyonville,Roseburg,Douglas,OR,9393,869
19603,New Waterford,Salem,Columbiana,OH,9394,950
21191,Weldon,Roanoke Rapids,Halifax,NC,9395,753
30028,Petersburg,Cincinnati,Boone,KY,9396,1296
46126,Lakebay,Seattle,Pierce,WA,9397,1514
4861,Gaston,Muncie,Delaware,IN,9398,818
397154,Town of Cross Plains,Madison,Dane,WI,9399,1682
397170,Spring Township,Harrisburg,Perry,PA,9400,1215
5484,Lake Barrington,Chicago,Lake,IL,9401,2259
49154,Ledbetter,Paducah,Livingston,KY,9402,849
30786,Cataula,Columbus,Harris,GA,9403,1282
238904,Westway,El Paso,El Paso,TX,9404,918
21759,Bennet,Lincoln,Lancaster,NE,9405,1274
44060,Bay Pines,Tampa,Pinellas,FL,9406,1422
9659,Thorndale,Philadelphia,Chester,PA,9407,1642
397685,West Sadsbury Township,Philadelphia,Chester,PA,9408,1505
32265,Karnes City,,Karnes,TX,9409,1077
56883,Winston,Atlanta,Douglas,GA,9410,1241
396845,North Weeki Wachee,Tampa,Hernando,FL,9411,1237
398591,Town of Newport,Utica,Herkimer,NY,9412,1435
13536,Riverside,Kansas City,Platte,MO,9413,1361
55430,Chattaroy,Spokane,Spokane,WA,9414,1480
46593,Montpelier,,Bear Lake,ID,9415,1051
42791,Melbourne,Cincinnati,Campbell,KY,9416,1208
26643,Pulaski,Syracuse,Oswego,NY,9417,1239
41108,Sublimity,Salem,Marion,OR,9418,1640
17141,Bradley,Beckley,Raleigh,WV,9419,802
56435,Locust Grove,,Mayes,OK,9420,910
19512,Mountain View,Hilo,Hawaii,HI,9421,1336
38612,Freeport,St. Cloud,Stearns,MN,9422,1234
46847,Oakhurst,Tulsa,Tulsa,OK,9423,812
396541,Highlands-Baywood Park,San Francisco,San Mateo,CA,9424,5181
16387,Sands Point,New York,Nassau,NY,9425,10310
20834,Trail Creek,Michigan City,La Porte,IN,9426,1188
196303,Melrose Park,Auburn,Cayuga,NY,9427,1472
38871,Hampton,,Hampton,SC,9428,1158
396069,Town of Whitefield,Berlin,Coos,NH,9429,1350
50793,Atlantis,Miami-Fort Lauderdale,Palm Beach,FL,9430,2376
398548,Town of Dane,Madison,Dane,WI,9431,1601
28819,Hanover,Minneapolis-St Paul,Wright,MN,9432,1756
39259,Kingsville,Ashtabula,Ashtabula,OH,9433,1013
22644,Valley,Bloomsburg,Montour,PA,9434,1295
17797,Doraville,Atlanta,Dekalb,GA,9435,1253
21854,Kiowa,Denver,Elbert,CO,9436,1900
44530,Central City,Cedar Rapids,Linn,IA,9437,1146
6012,Monkton,,Addison,VT,9438,1567
22441,Lexington,Bloomington,McLean,IL,9439,1242
36423,Silver Lake,Topeka,Shawnee,KS,9440,1222
43436,Awendaw,Charleston,Charleston,SC,9441,2163
47515,Saint Louisville,Columbus,Licking,OH,9442,1035
50014,Wallburg,Winston-Salem,Davidson,NC,9443,1180
40731,San Andreas,,Calaveras,CA,9444,1343
214630,Pocono Lake,East Stroudsburg,Monroe,PA,9445,1125
8232,Clarence Center,Buffalo,Erie,NY,9446,2071
9687,Scranton,Florence,Florence,SC,9447,878
18901,Laie,Urban Honolulu,Honolulu,HI,9448,2678
36039,Rivesville,Fairmont,Marion,WV,9449,840
52748,Kensington,Boston,Rockingham,NH,9450,2244
17794,Dolan Springs,Lake Havasu City,Mohave,AZ,9451,723
49635,Niagara,Marinette,Marinette,WI,9452,833
27144,Solomon,,Dickinson,KS,9453,870
52309,Great Valley,Olean,Cattaraugus,NY,9454,1418
53852,Pembroke,Clarksville,Christian,KY,9455,1005
56137,Osceola,,Polk,WI,9456,1187
21748,Concrete,Mount Vernon,Skagit,WA,9457,1284
5500,Lake Katrine,Kingston,Ulster,NY,9458,1437
7539,University Park,Washington,Prince Georges,MD,9459,2741
42189,Edgerton,Kansas City,Johnson,KS,9460,1200
55712,Galena,,Kent,MD,9461,1533
24881,Glenmora,Alexandria,Rapides,LA,9462,956
399160,Blue Mounds,Madison,Dane,WI,9463,1661
395432,West Pleasant View,Denver,Jefferson,CO,9464,1885
15532,Lyndon Station,,Juneau,WI,9465,992
16404,Union,,Knox,ME,9466,1248
27151,Somerset,San Antonio,Bexar,TX,9467,1160
25750,Marblemount,Mount Vernon,Skagit,WA,9468,1303
29491,Warrenton,Astoria,Clatsop,OR,9469,1469
55464,Cross Junction,Winchester,Frederick,VA,9470,1457
5319,Janesville,Susanville,Lassen,CA,9471,1422
8830,Mosheim,Greeneville,Greene,TN,9472,763
11062,Deep Run,Kinston,Lenoir,NC,9473,858
55021,Walland,Knoxville,Blount,TN,9474,989
25717,Manahawkin,New York,Ocean,NJ,9475,1818
15834,Locust,Albemarle,Stanly,NC,9476,1163
398961,Oliver Township,Harrisburg,Perry,PA,9477,1162
33711,Rockford,Celina,Mercer,OH,9478,905
398243,South Hackensack Township,New York,Bergen,NJ,9479,2218
12500,Madison,,Carroll,NH,9480,1144
7419,Thunderbolt,Savannah,Chatham,GA,9481,1225
12708,Middleburg,Washington,Loudoun,VA,9482,2312
38548,Foley,St. Louis,Lincoln,MO,9483,1093
126553,Washington Park,Miami-Fort Lauderdale,Broward,FL,9484,1627
10538,Breckenridge,Alma,Gratiot,MI,9485,841
24932,Granville,Ottawa,Putnam,IL,9486,1105
27302,Stuyvesant,Hudson,Columbia,NY,9487,1607
36477,Somerset,Washington,Montgomery,MD,9488,5070
56684,Wofford Heights,Bakersfield,Kern,CA,9489,1026
10348,Belvedere,San Francisco,Marin,CA,9490,11612
39688,Mazon,Chicago,Grundy,IL,9491,1217
43451,Pomfret,Washington,Charles,MD,9492,1953
5086,Harwood,Baltimore,Anne Arundel,MD,9493,2296
32058,Holly Springs,Atlanta,Cherokee,GA,9494,1366
41305,Turbeville,,Clarendon,SC,9495,945
54025,Purlear,North Wilkesboro,Wilkes,NC,9496,1046
6316,Olmos Park,San Antonio,Bexar,TX,9497,4068
16258,Kingston,Chicago,DeKalb,IL,9498,1359
15483,Hatley,Wausau,Marathon,WI,9499,1063
52854,Lake Hamilton,Hot Springs,Garland,AR,9500,1343
114852,Easton,Fresno,Fresno,CA,9501,1076
57185,Altavista,Lynchburg,Campbell,VA,9502,798
55323,Bishopville,Salisbury,Worcester,MD,9503,1361
119114,Acres Green,Denver,Douglas,CO,9504,2090
18486,Hartland,Claremont,Windsor,VT,9505,1434
33954,Shamrock,,Wheeler,TX,9506,1117
18711,Isle,Minneapolis-St Paul,Mille Lacs,MN,9507,1327
397320,Pequea Township,Lancaster,Lancaster,PA,9508,1204
8003,Woodlawn,Cincinnati,Hamilton,OH,9509,967
31734,Gerrardstown,Hagerstown,Berkeley,WV,9510,1158
398165,Benton Township,Bloomsburg,Columbia,PA,9511,1109
30726,Caney,Coffeyville,Montgomery,KS,9512,654
41240,Timberville,Harrisonburg,Rockingham,VA,9513,966
43587,Mount Victory,,Hardin,OH,9514,1014
27833,Wellston,St. Louis,Saint Louis,MO,9515,801
53424,Moss Beach,San Francisco,San Mateo,CA,9516,4077
398229,Dayton,Portland,York,ME,9517,1216
28421,Haven,Hutchinson,Reno,KS,9518,754
38669,Genoa,,Nance,NE,9519,953
26601,Porum,Muskogee,Muskogee,OK,9520,775
42141,Berrien Center,Niles,Berrien,MI,9521,943
398596,Knox Township,,Clarion,PA,9522,1007
42393,Le Roy,Bloomington,McLean,IL,9523,1173
45367,Friendsville,,Garrett,MD,9524,1134
217138,Whitfield,Reading,Berks,PA,9525,1459
7935,Wilder,Cincinnati,Campbell,KY,9526,959
34534,Vance,Tuscaloosa,Tuscaloosa,AL,9527,1076
17113,Bonneauville,Gettysburg,Adams,PA,9528,1180
28329,Adrian,Worthington,Nobles,MN,9529,1080
33569,Quartzsite,,La Paz,AZ,9530,998
32315,Kingsville,Baltimore,Baltimore,MD,9531,1950
26129,Newburgh Heights,Cleveland,Cuyahoga,OH,9532,854
28334,Beach City,Canton,Stark,OH,9533,854
40830,Sequatchie,Chattanooga,Marion,TN,9534,1010
47892,Sumerduck,Washington,Fauquier,VA,9535,1470
56352,Pine Creek,Lock Haven,Clinton,PA,9536,927
4806,Franklinville,Greensboro,Randolph,NC,9537,776
11393,Fairfield,Burlington,Franklin,VT,9538,1471
28008,Wolverine,,Cheboygan,MI,9539,907
19799,Ovilla,Dallas-Fort Worth,Ellis,TX,9540,1993
43514,Upperco,Baltimore,Baltimore,MD,9541,1776
52846,Lake City,Jonesboro,Craighead,AR,9542,758
396840,Dade City North,Tampa,Pasco,FL,9543,848
27756,Walnutport,Allentown,Northampton,PA,9544,1288
49593,New Miami,Cincinnati,Butler,OH,9545,747
3513,Baldwin,Baltimore,Baltimore,MD,9546,2268
15279,Enoch,Cedar City,Iron,UT,9547,1083
39900,Mount Pulaski,Lincoln,Logan,IL,9548,1043
31328,East Mc Keesport,Pittsburgh,Allegheny,PA,9549,822
38129,Dallas Center,Des Moines,Dallas,IA,9550,1419
44053,Batesville,,Ripley,IN,9551,1168
54066,Raphine,Staunton,Augusta,VA,9552,1311
33829,Saluda,Asheville,Henderson,NC,9553,1262
6688,Ravensdale,Seattle,King,WA,9554,2231
10059,Albany,,Shackelford,TX,9555,973
36600,Gulf Park Estates,Gulfport,Jackson,MS,9556,1180
56275,Rockfield,Bowling Green,Warren,KY,9557,1129
12671,Medon,Jackson,Madison,TN,9558,801
55312,Conway,Pittsburgh,Beaver,PA,9559,970
399197,Haycock Township,Philadelphia,Bucks,PA,9560,1719
54240,Ruffin,,Rockingham,NC,9561,871
399298,Colchester,,Delaware,NY,9562,1416
19339,Meyersdale,Somerset,Somerset,PA,9563,887
29167,Lindstrom,Minneapolis-St Paul,Chisago,MN,9564,1456
31246,Doniphan,Grand Island,Hall,NE,9565,1329
20270,Rudyard,Sault Ste. Marie,Chippewa,MI,9566,817
9533,Salem,Little Rock,Saline,AR,9567,1052
52474,Hector,,Renville,MN,9568,1100
17821,Dublin,Philadelphia,Bucks,PA,9569,1683
25762,Marlow,Duncan,Stephens,OK,9570,780
41600,Webberville,Lansing,Ingham,MI,9571,1322
397079,Aurelius,Auburn,Cayuga,NY,9572,1450
25341,Julian,San Diego,San Diego,CA,9573,1965
27342,Swanton,,Garrett,MD,9574,1242
35716,Harleyville,Charleston,Dorchester,SC,9575,1282
41649,West Mansfield,Bellefontaine,Logan,OH,9576,1033
396083,Leacock-Leola-Bareville,Lancaster,Lancaster,PA,9577,1136
9940,Palo Cedro,Redding,Shasta,CA,9578,1600
19462,Morada,Stockton,San Joaquin,CA,9579,2212
29242,Lovejoy,Atlanta,Clayton,GA,9580,934
399307,Berwick Township,Gettysburg,Adams,PA,9581,1339
12984,Nicoma Park,Oklahoma City,Oklahoma,OK,9582,873
9896,Fincastle,Roanoke,Botetourt,VA,9583,1234
17743,Delaware City,Philadelphia,New Castle,DE,9584,1201
21304,Willamina,Portland,Yamhill,OR,9585,1198
39137,Jamestown,Indianapolis,Boone,IN,9586,1306
38670,Genoa City,Whitewater,Walworth,WI,9587,1226
396878,Midway,Tallahassee,Gadsden,FL,9588,1135
13232,Pearblossom,Los Angeles,Los Angeles,CA,9589,1780
13624,Rush,Huntington,Boyd,KY,9590,892
54223,Rough and Ready,Truckee,Nevada,CA,9591,1833
40249,Parishville,Ogdensburg,Saint Lawrence,NY,9592,1239
398863,Woodward Township,Williamsport,Lycoming,PA,9593,1008
53693,Okawville,,Washington,IL,9594,1145
5196,Holt,Kansas City,Clay,MO,9595,1059
24217,Cordova,Easton,Talbot,MD,9596,1479
22997,Alstead,Keene,Cheshire,NH,9597,1359
31364,Edgewood,Ashtabula,Ashtabula,OH,9598,880
5175,Hinkley,Riverside,San Bernardino,CA,9599,1042
12903,Narrows,Blacksburg,Giles,VA,9600,909
15901,Whitesburg,Atlanta,Carroll,GA,9601,878
44650,Climax,Kalamazoo,Kalamazoo,MI,9602,1186
56907,Granger,Yakima,Yakima,WA,9603,932
44483,Catawissa,St. Louis,Franklin,MO,9604,777
397522,West Nantmeal Township,Philadelphia,Chester,PA,9605,1753
397639,Wolf Township,Williamsport,Lycoming,PA,9606,1159
11632,Glenville,Albert Lea,Freeborn,MN,9607,1137
17721,De Forest,Madison,Dane,WI,9608,1378
32253,Junction City,Danville,Boyle,KY,9609,839
29613,Spencer,Charlotte,Rowan,NC,9610,804
10085,Allenstown,Concord,Merrimack,NH,9611,1485
36720,Stewartstown,York,York,PA,9612,1291
399007,St Albans,,Somerset,ME,9613,949
252844,Como,Whitewater,Walworth,WI,9614,1262
19604,Newark,Chicago,Kendall,IL,9615,1830
33727,Rolling Hills Estates,Los Angeles,Los Angeles,CA,9616,5013
44140,Berkeley Lake,Atlanta,Gwinnett,GA,9617,2628
54543,State Center,Marshalltown,Marshall,IA,9618,994
397538,Limestone Township,Williamsport,Lycoming,PA,9619,1079
27451,Townsend,Knoxville,Blount,TN,9620,994
17781,Divide,Colorado Springs,Teller,CO,9621,1446
397189,Hemlock Township,Bloomsburg,Columbia,PA,9622,1285
50107,Wellington,Gardnerville Ranchos,Douglas,NV,9623,1393
56382,Pitkin,Fort Polk South,Vernon,LA,9624,1036
165900,South Eliot,Portland,York,ME,9625,1798
12334,Laureldale,Reading,Berks,PA,9626,1160
33717,Rockwell City,,Calhoun,IA,9627,818
44271,Bow,Mount Vernon,Skagit,WA,9628,1702
47411,Robards,Evansville,Henderson,KY,9629,1021
166986,Detroit Beach,Monroe,Monroe,MI,9630,967
398467,Albion,Madison,Dane,WI,9631,1328
51190,Burlingame,Topeka,Osage,KS,9632,809
41706,Wildwood,Chattanooga,Dade,GA,9633,991
396944,Lyme,Watertown,Jefferson,NY,9634,1453
397530,Town of Avoca,Corning,Steuben,NY,9635,1272
7246,State Road,Mount Airy,Surry,NC,9636,1019
30891,Church Hill,Baltimore,Queen Annes,MD,9637,1496
35395,Eastsound,,San Juan,WA,9638,1771
52848,Lake City,Atlanta,Clayton,GA,9639,845
55666,Hazleton,,Buchanan,IA,9640,805
26279,Oil Creek,Meadville,Crawford,PA,9641,1025
42957,White Oak,,Bladen,NC,9642,817
54688,Thompson Falls,,Sanders,MT,9643,882
397301,Romulus,Seneca Falls,Seneca,NY,9644,1402
8706,Drexel,Kansas City,Cass,MO,9645,993
26147,Newtown,Cincinnati,Hamilton,OH,9646,1188
210128,East Washington,Pittsburgh,Washington,PA,9647,1350
47812,Springville,Visalia,Tulare,CA,9648,1181
6303,Old Monroe,St. Louis,Lincoln,MO,9649,1091
3419,Anthony,Ocala,Marion,FL,9650,1114
27262,Stephentown,Albany,Rensselaer,NY,9651,1351
49452,Maceo,Owensboro,Daviess,KY,9652,915
50433,Congress,Prescott,Yavapai,AZ,9653,1231
12545,Mantorville,Rochester,Dodge,MN,9654,1505
25183,Hopewell Junction,New York,Dutchess,NY,9655,2004
37486,Boiling Springs,Harrisburg,Cumberland,PA,9656,1529
55053,Waterloo,Omaha,Douglas,NE,9657,1531
27809,Waynesburg,Canton,Stark,OH,9658,791
397657,Town of Esperance,Albany,Schoharie,NY,9659,1444
40698,Saint James,Hagerstown,Washington,MD,9660,1543
215418,Schlusser,Harrisburg,Cumberland,PA,9661,1182
398761,Heidelberg Township,Reading,Berks,PA,9662,1299
46610,Moravian Falls,North Wilkesboro,Wilkes,NC,9663,1081
23689,Bethel,Greenville,Pitt,NC,9664,750
26850,Roslyn,New York,Nassau,NY,9665,3996
395988,Sheridan Township,,Newaygo,MI,9666,995
41924,Champion,Watertown,Jefferson,NY,9667,1407
51443,Clayton,,Polk,WI,9668,1087
8806,Pulaski,Green Bay,Brown,WI,9669,997
45530,Grantville,Atlanta,Coweta,GA,9670,957
34810,White Creek,Glens Falls,Washington,NY,9671,1624
50492,Fox Lake Hills,Chicago,Lake,IL,9672,1459
56912,Hamlin,Abilene,Jones,TX,9673,938
131771,Skidaway Island,Savannah,Chatham,GA,9674,2554
3871,Buckhead,Atlanta,Morgan,GA,9675,1481
20203,Robesonia,Reading,Berks,PA,9676,1209
21525,Boling,El Campo,Wharton,TX,9677,1211
42518,Hartshorne,McAlester,Pittsburg,OK,9678,755
57198,Emigsville,York,York,PA,9679,1156
25833,McQueeney,San Antonio,Guadalupe,TX,9680,1839
19632,Niota,Athens,McMinn,TN,9681,1071
399042,Upper Fairfield Township,Williamsport,Lycoming,PA,9682,1208
14055,Sussex,New York,Sussex,NJ,9683,1612
26725,Reminderville,Akron,Summit,OH,9684,1481
30472,Bismarck,Malvern,Hot Spring,AR,9685,976
36641,Sopchoppy,Tallahassee,Wakulla,FL,9686,928
397167,Jackson Township,Harrisburg,Dauphin,PA,9687,1159
16088,Yalaha,Orlando,Lake,FL,9688,1319
24402,Dolgeville,Utica,Herkimer,NY,9689,1136
10878,Clyde,Rochester,Wayne,NY,9690,1163
9584,Snow Camp,Burlington,Alamance,NC,9691,1103
17918,Edmeston,Oneonta,Otsego,NY,9692,1187
34358,Turner,Salem,Marion,OR,9693,1547
200590,Elmwood Place,Cincinnati,Hamilton,OH,9694,809
37365,Bellvue,Fort Collins,Larimer,CO,9695,1546
397331,Frankford Township,New York,Sussex,NJ,9696,1916
7757,Wanamassa,New York,Monmouth,NJ,9697,2173
49186,Lake City,,Calhoun,IA,9698,816
52475,Hector,,Schuyler,NY,9699,1564
18863,Konawa,,Seminole,OK,9700,759
38988,Highland,St. Louis,Madison,IL,9701,1059
